,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Fecha extrac,Enlace,Marca,Modelo,Precio,Localización,Potencia,Tipo vendedor,Categoría,Tipo de vehículo,puertas,Versión del país,Núm. de oferta,Garantía,Kilometraje,Año,Tipo de cambio,Capacidad,Otras fuentes de energía,"Consumo de combustible
2",Color exterior,Color original,Tracción,plazas,Número de marchas,Número de cilindros,Peso,Tipo de combustible,Unnamed: 29,Tipo de pintura,"Emisión de CO₂
2",Unnamed: 33,Unnamed: 35,Unnamed: 37,Unnamed: 39,Unnamed: 41,Unnamed: 43,Unnamed: 45,Unnamed: 47,Unnamed: 49,Unnamed: 51,Unnamed: 53,
841,841.0,841.0,841.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/mercedes-benz-glc-220-220d-4matic-aut-diesel-gris-d2b72529-deba-435d-adb7-866b13ffac83,Mercedes-Benz,GLC 220,"€ 33.990,-",https://maps.google.com/?q=VRDA.%20SANTA%20CRUZ%2CS%2FN%2C%2002006%20ALBACETE%2C%20ES,125 kW (170 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10931016,12 mes,70.575 km,08/2018,Automático,2.143 cm³,,"5 l/100 km (mixto)
5,5 l/100 km (urbano)
4,7 l/100 km (extraurbano)",Gris,Gris,Tracción a las cuatro ruedas,5.0,9.0,4.0,1.845 kg,Diésel,,,,,,,,,,,,,,,
842,842.0,842.0,842.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/peugeot-2008-1-6-bluehdi-style-100-diesel-gris-bd6bb373-c208-4e7c-ad30-99ec5d3a563e,Peugeot,2008,"€ 11.275,-",https://maps.google.com/?q=C%2F%20TURIN%2C%2025%2C%2028983%20PARLA%2C%20ES,73 kW (99 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11026259,12 mes,152.392 km,01/2020,Manual,1.560 cm³,,"3,7 l/100 km (mixto)
4,4 l/100 km (urbano)
3,3 l/100 km (extraurbano)",Gris,Gris,Tracción delantera,5.0,5.0,4.0,1.235 kg,Diésel,,,,,,,,,,,,,,,
843,843.0,843.0,843.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/mercedes-benz-cls-350-bt-aut-diesel-gris-5a6283af-5c49-483b-8714-511f3abda7f3,Mercedes-Benz,CLS 350,"€ 27.535,-",https://maps.google.com/?q=CAM%C3%8D%20DELS%20MOLLONS%2C%2036%2C%2046970%20ALAQU%C3%81S%2C%20ES,190 kW (258 CV),Prof.,Coupé,Ocasión,4,España,11069841,12 mes,109.918 km,06/2014,Automático,2.987 cm³,,"5,5 l/100 km (mixto)
6,5 l/100 km (urbano)
5 l/100 km (extraurbano)",Gris,Gris Tenorita,Tracción trasera,4.0,9.0,6.0,1.845 kg,Diésel,,Metalizado,,,,,,,,,,,,,
844,844.0,844.0,844.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/volvo-xc60-d3-momentum-aut-150-diesel-blanco-67c39cab-4e5c-4c00-b406-55cde184be9b,Volvo,XC60,"€ 25.900,-",https://maps.google.com/?q=CALLE%20BILBAO%204%20NAVE%2010%2C%2028320%20Pinto%2C%20ES,110 kW (150 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10882553,12 mes,99.000 km,11/2018,Automático,1.969 cm³,,"4,7 l/100 km (mixto)
5,5 l/100 km (urbano)
4,3 l/100 km (extraurbano)",Blanco,,Tracción delantera,5.0,8.0,4.0,1.727 kg,Diésel,,,,,,,,,,,,,,,
845,845.0,845.0,845.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/lexus-lc-500h-luxury-electro-gasolina-negro-bdefac6f-c207-439c-8add-b65fdef1b0a5,Lexus,LC 500h,"€ 68.990,-",https://maps.google.com/?q=AVDA.%20BURGOS%2C%20114%2C%2028050%20MADRID%2C%20ES,264 kW (359 CV),Prof.,Coupé,Ocasión,2,España,10911779,,26.927 km,11/2017,Automático,3.456 cm³,Corriente,"6,4 l/100 km (mixto)",Negro,Negro,Tracción trasera,4.0,10.0,6.0,1.985 kg,,,,,,,,,,,,,,,,
846,846.0,846.0,846.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/volkswagen-golf-2-0tdi-r-line-dsg-110kw-diesel-blanco-f71f2f88-a789-496a-bd24-f245c91d66bb,Volkswagen,Golf,"€ 24.300,-1",https://maps.google.com/?q=Parque%20Comercial%20Megapark%2C%20(Plaza%20norte%2C%202)%20Plaza%20del%20Comercio%2C%2019%2C%2028703%20SAN%20SEBASTI%C3%81N%20DE%20LOS%20REYES%2C%20ES,110 kW (150 CV),Prof.,Coche pequeño,Ocasión,5,España,11103434,12 mes,27.850 km,12/2020,Automático,1.968 cm³,,"3,9 l/100 km (mixto)
4,4 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Blanco,Blanco,Tracción delantera,5.0,7.0,4.0,1.465 kg,Diésel,,,,,,,,,,,,,,,
847,847.0,847.0,847.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/volkswagen-t-roc-2-0tdi-advance-r-line-dsg7-diesel-negro-17b93ab5-8eb1-4d07-b5cf-7bb3ac3b0c6b,Volkswagen,T-Roc,"€ 25.985,-",https://maps.google.com/?q=C%2F%20RIERA%20DEL%20FONOLLAR%2C%2018%2C%2008830%20SANT%20BOI%20DE%20LLOBREGAT%2C%20ES,110 kW (150 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,8063987,12 mes,23.934 km,12/2021,Automático,1.968 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Negro,Negro,Tracción delantera,5.0,7.0,4.0,1.440 kg,Diésel,,,,,,,,,,,,,,,
848,848.0,848.0,848.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/mercedes-benz-a-250-sedan-e-otros-6bba2ce9-9ba9-4776-9abb-88d6494ce708,Mercedes-Benz,A 250,"€ 29.082,-1",https://maps.google.com/?q=CARRETERA%20DE%20MADRID%20KM%20332%2C%2023009%20JAEN%2C%20ES,160 kW (218 CV),Prof.,Sedán,Ocasión,4,España,9904148,24 mes,42.725 km,02/2021,Automático,1.332 cm³,,0 l/100 km (mixto),,Negro cosmos,,5.0,8.0,,,Otros,,,,,,,,,,,,,,,
849,849.0,849.0,849.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/volvo-xc60-t8-twin-momentum-electro-gasolina-gris-009e028e-52be-412c-bf15-14c207ac5416,Volvo,XC60,"€ 36.900,-1",https://maps.google.com/?q=C%2F%20COLON%20N%C2%BA%2078%2C%2046164%20PEDRALBA%2C%20ES,288 kW (392 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10472534,12 mes,56.000 km,02/2019,Automático,1.969 cm³,Corriente,"1,8 l/100 km (mixto)",Gris,,Tracción a las cuatro ruedas,5.0,8.0,4.0,2.349 kg,,,,,,,,,,,,,,,,
850,850.0,850.0,850.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/audi-q3-35-tdi-s-line-s-tronic-110kw-diesel-gris-a3b5ced6-d90b-4d4c-91bf-86d5e0542cbe,Audi,Q3,"€ 29.900,-",https://maps.google.com/?q=c%2FRam%C3%B3n%20Mar%C3%ADa%20Aller%20Ulloa.%20Pol%C3%ADg.%20As%20G%C3%A1ndaras%2C%2044%2C%2027001%20LUGO%2C%20ES,110 kW (150 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10887472,12 mes,81.000 km,03/2019,Automático,1.968 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Gris,Gris,Tracción delantera,5.0,7.0,4.0,1.560 kg,Diésel,,,,,,,,,,,,,,,
851,851.0,851.0,851.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/ford-puma-1-0-ecoboost-mhev-st-line-x-155-gasolina-azul-d3b623c9-efd1-4add-8b32-0604ccfcd067,Ford,Puma,"€ 18.990,-",https://maps.google.com/?q=HEMINGWAY%2036%20PARKING%2C%2029001%20MALAGA%2C%20ES,114 kW (155 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10883917,12 mes,15.228 km,02/2022,Manual,999 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Azul,Azul,Tracción delantera,5.0,6.0,3.0,1.280 kg,Gasolina,,Metalizado,,,,,,,,,,,,,
852,852.0,852.0,852.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/fiat-tipo-sedan-1-3-multijet-ii-lounge-diesel-blanco-d50c2d88-4198-4c9f-9514-999f554b8d2d,Fiat,Tipo,"€ 8.790,-",https://maps.google.com/?q=Av.%20Laboral%2C%2010%2C%2028021%20MADRID%2C%20ES,70 kW (95 CV),Prof.,Coche pequeño,Ocasión,4,España,10980504,12 mes,92.654 km,07/2020,Manual,1.248 cm³,,"4,2 l/100 km (mixto)
5,3 l/100 km (urbano)
3,5 l/100 km (extraurbano)",Blanco,Blanco,Tracción delantera,5.0,5.0,4.0,1.260 kg,Diésel,,Metalizado,,,,,,,,,,,,,
853,853.0,853.0,853.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/renault-megane-1-6-confort-expression-gasolina-azul-777bc7e0-4930-4f0f-84a7-9aba10d3f179,Renault,Megane,"€ 2.890,-",https://maps.google.com/?q=Miguel%20Cervet%2011%2C%20nave%206%20Edificio%202.%20%20Pol%C3%ADgono%20Rompe%20cubas%2C%2028341%20Valdemoro%2C%20ES,84 kW (114 CV),Prof.,Coche pequeño,Ocasión,3,España,8426263,12 mes,189.000 km,06/2002,Manual,1.598 cm³,,"6,8 l/100 km (mixto)
8,8 l/100 km (urbano)
5,7 l/100 km (extraurbano)",Azul,,Tracción delantera,5.0,5.0,4.0,1.155 kg,Gasolina,,,,,,,,,,,,,,,
854,854.0,854.0,854.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/bmw-640-640da-gran-coupe-diesel-azul-614ce6f0-349b-4844-a95a-812a8396f36b,BMW,640,"€ 37.000,-1",https://maps.google.com/?q=CTRA.LOGRO%C3%91O%2C%20KM.110%2C3%2C%2009007%20BURGOS%2C%20ES,230 kW (313 CV),Prof.,Coupé,Ocasión,4,España,8026556,12 mes,86.800 km,10/2016,Automático,2.993 cm³,,"5,7 l/100 km (mixto)
6,6 l/100 km (urbano)
5,2 l/100 km (extraurbano)",Azul,,Tracción trasera,5.0,8.0,6.0,1.810 kg,Diésel,,Metalizado,,,,,,,,,,,,,
855,855.0,855.0,855.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/volkswagen-golf-1-6tdi-edition-85kw-diesel-blanco-4bb1c7cd-0143-4c6a-92a1-98ead06a9db0,Volkswagen,Golf,"€ 13.990,-",https://maps.google.com/?q=Av.%20del%20Alcalde%20Juan%20Francisco%20Megino%20L%C3%B3pez%2C%2072%2C%2004009%20ALMERIA%2C%20ES,85 kW (116 CV),Prof.,Coche pequeño,Ocasión,5,España,11011996,12 mes,71.357 km,01/2018,Manual,1.598 cm³,,"4,2 l/100 km (mixto)
4,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Blanco,Blanco,Tracción delantera,5.0,5.0,4.0,1.301 kg,Diésel,,,,,,,,,,,,,,,
856,856.0,856.0,856.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/volvo-xc60-d4-momentum-premium-edition-aut-diesel-blanco-152c1e6f-5362-4a8a-a79a-9b73e7abdecf,Volvo,XC60,"€ 23.990,-",https://maps.google.com/?q=BARRIO%20ADARZO%2C%2084%2C%2039012%20PE%C3%91ACASTILLO%2C%20ES,140 kW (190 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,8107713,12 mes,219.000 km,12/2019,Automático,1.969 cm³,,"5,1 l/100 km (mixto)
5,8 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Blanco,,Tracción delantera,5.0,8.0,4.0,1.791 kg,Diésel,,,,,,,,,,,,,,,
857,857.0,857.0,857.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/seat-ateca-1-5-ecotsi-s-s-style-dsg-gasolina-blanco-5c9e82f2-f92a-4301-b022-487881ab52cd,SEAT,Ateca,"€ 17.190,-",https://maps.google.com/?q=Av.%20Laboral%2C%2010%2C%2028021%20MADRID%2C%20ES,110 kW (150 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10962200,12 mes,69.857 km,04/2019,Automático,1.498 cm³,,"5,3 l/100 km (mixto)
6,6 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Blanco,Blanco,Tracción delantera,5.0,7.0,4.0,1.370 kg,Gasolina,,,,,,,,,,,,,,,
858,858.0,858.0,858.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/nissan-qashqai-dig-t-103kw-140cv-mhev-4x2-acenta-electro-gasolina-blanco-4d5a8bb2-d07e-46f1-a4a6-978c1512442d,Nissan,Qashqai,"€ 21.630,-1",https://maps.google.com/?q=AVENIDA%20CARLOS%20SAINZ%2C%2015%20LEGANES%2C%2028914%20MADRID%2C%20ES,103 kW (140 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11127047,24 mes,20.214 km,10/2022,Manual,1.332 cm³,Corriente,"6,3 l/100 km (mixto)",Blanco,Blanco,,,,,,,,,,,,,,,,,,,,,
859,859.0,859.0,859.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/mercedes-benz-glc-220-coupe-220d-4matic-aut-diesel-azul-667e2207-a688-41d6-a11e-9d5a2f521697,Mercedes-Benz,GLC 220,"€ 42.990,-",https://maps.google.com/?q=CIUDAD%20DE%20SAGUNTO%2C%208-B.%20POL.IND%20FUENTE%20DEL%20JARRO%2C%2046988%20PATERNA%2C%20ES,125 kW (170 CV),Prof.,Coupé,Ocasión,5,España,8597154,24 mes,84.900 km,05/2019,Automático,2.143 cm³,,"6,1 l/100 km (mixto)
6,8 l/100 km (urbano)
5,6 l/100 km (extraurbano)",Azul,,Tracción a las cuatro ruedas,5.0,9.0,4.0,1.865 kg,Diésel,,,,,,,,,,,,,,,
860,860.0,860.0,860.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/skoda-kamiq-1-0-tsi-ambition-70kw-gasolina-blanco-954e1087-e216-4ba6-8ad8-23e8d64637bf,Skoda,Kamiq,"€ 18.150,-1",https://maps.google.com/?q=Avenida%20de%20San%20Mart%C3%ADn%20de%20Valdeiglesias%2C%2013%2C%2028922%20Alcorc%C3%B3n%2C%20ES,70 kW (95 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10519038,24 mes,28.082 km,04/2022,Manual,999 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Blanco,Candy,Tracción delantera,5.0,5.0,3.0,1.214 kg,Gasolina,,,,,,,,,,,,,,,
861,861.0,861.0,861.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/nissan-qashqai-dci-85-kw-115-cv-e6d-acenta-diesel-blanco-d9c7d0b5-7104-4ea9-8240-0bed6600f29d,Nissan,Qashqai,"€ 14.390,-",https://maps.google.com/?q=Av.%20Laboral%2C%2010%2C%2028021%20MADRID%2C%20ES,85 kW (116 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11057820,12 mes,165.421 km,11/2020,Manual,1.461 cm³,,"5,3 l/100 km (mixto)
4,3 l/100 km (urbano)
3,6 l/100 km (extraurbano)",Blanco,Blanco,,,,,,Diésel,,,,,,,,,,,,,,,
862,862.0,862.0,862.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/nissan-qashqai-1-7-dci-acenta-110kw-4wd-150-5p-diesel-blanco-41796797-dcb9-43f6-999f-77362d8fecee,Nissan,Qashqai,"€ 15.909,-",https://maps.google.com/?q=CALLE%20CARLOS%20SAINZ%20(DE)%2C%20NUM.%2023%20POLIGONO%20INDUSTRIAL%20CIUDAD%20DEL%20AUTOMOVIL%2C%2028914%20LEGANES%2C%20ES,110 kW (150 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11250429,12 mes,86.862 km,09/2019,Manual,1.700 cm³,,"5,1 l/100 km (mixto)
6,1 l/100 km (urbano)
4,4 l/100 km (extraurbano)",Blanco,Blanco,,,,,,Diésel,,,,,,,,,,,,,,,
863,863.0,863.0,863.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/skoda-kamiq-1-0-tsi-active-81kw-gasolina-rojo-492b21a4-073a-4897-928c-5fcfd6f7bbcf,Skoda,Kamiq,"€ 17.490,-",https://maps.google.com/?q=AVENIDA%20DE%20VIGO%2C%20131%2C%2036214%20VIGO%2C%20ES,81 kW (110 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,8985122,,13.000 km,10/2022,Manual,999 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Rojo,Rojo,Tracción delantera,5.0,6.0,3.0,1.231 kg,Gasolina,,,,,,,,,,,,,,,
864,864.0,864.0,864.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/toyota-proace-2-0d-180cv-vx-plus-shuttle-l2-aut-diesel-87aa1c72-fa82-49fb-9435-b8f2a7a906d5,Toyota,Proace,"€ 40.490,-",https://maps.google.com/?q=P.I.%20CTRA.%20AMARILLA.%20AV.%20FDEZ.%20MURU%2C%2041007%20SEVILLA%2C%20ES,130 kW (177 CV),Prof.,Monovolumen,Ocasión,5,España,11133498,36 mes,5.350 km,05/2023,Automático,1.997 cm³,,6 l/100 km (mixto),,Gris Falcon,,8.0,8.0,,,Diésel,,,,,,,,,,,,,,,
865,865.0,865.0,865.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/nissan-qashqai-1-2-dig-t-tekna-premium-4x2-gasolina-blanco-6510140b-3309-40ba-9651-466cb93bc3b4,Nissan,Qashqai,"€ 11.500,-",https://maps.google.com/?q=POLIGONO%20INDUSTRIAL%20MARTIARTU%2051-53%20CALLE%202%2C%2048480%20ARRIGORRIAGA%2C%20ES,85 kW (116 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10717910,12 mes,124.000 km,06/2014,Manual,1.197 cm³,,"5,6 l/100 km (mixto)
6,9 l/100 km (urbano)
4,9 l/100 km (extraurbano)",Blanco,,Tracción delantera,5.0,6.0,4.0,1.318 kg,Gasolina,,,,,,,,,,,,,,,
866,866.0,866.0,866.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/audi-q3-35-tdi-s-line-s-tronic-110kw-diesel-gris-980ba9d6-5161-45cf-adb9-0dda4bd12df4,Audi,Q3,"€ 26.300,-",https://maps.google.com/?q=c%2FRam%C3%B3n%20Mar%C3%ADa%20Aller%20Ulloa.%20Pol%C3%ADg.%20As%20G%C3%A1ndaras%2C%2044%2C%2027001%20LUGO%2C%20ES,110 kW (150 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10887462,12 mes,142.880 km,04/2019,Automático,1.968 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Gris,Gris,Tracción delantera,5.0,7.0,4.0,1.560 kg,Diésel,,,,,,,,,,,,,,,
867,867.0,867.0,867.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/toyota-yaris-cross-1-5-hybrid-2wd-style-electro-gasolina-negro-99fcec7a-76b4-47da-9cf5-086a3dbf3964,Toyota,Yaris Cross,"€ 22.680,-",https://maps.google.com/?q=CARRETERA%20DE%20MATARO%2010%2C%208903%20SANT%20ADRI%C3%80%20DE%20BES%C3%92S%2C%20ES,85 kW (116 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11124499,12 mes,31.985 km,03/2022,Automático,1.500 cm³,Corriente,,Negro,Negro,,,,,,,,,,,,,,,,,,,,,
868,868.0,868.0,868.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/peugeot-605-2-5-svdt-diesel-gris-6d9c55cd-4703-4bc2-a92d-0c7e0eef04ed,Peugeot,605,"€ 4.495,-",https://maps.google.com/?q=Lope%20Gisbert%207%2C%2030800%20LORCA%2C%20ES,95 kW (129 CV),Prof.,Sedán,Ocasión,4,España,8485590,,158.287 km,07/1996,Manual,2.446 cm³,,"7 l/100 km (mixto)
9,2 l/100 km (urbano)
5,1 l/100 km (extraurbano)",Gris,,Tracción delantera,5.0,5.0,4.0,1.570 kg,Diésel,,,,,,,,,,,,,,,
869,869.0,869.0,869.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/suzuki-vitara-1-4-booster-mhev-glx-129-5p-gasolina-gris-ccd99406-dbce-4f0e-be1d-606a68dbc434,Suzuki,Vitara,"€ 22.180,-",https://maps.google.com/?q=CALLE%20CARLOS%20SAINZ%20(DE)%2C%20NUM.%2023%20POLIGONO%20INDUSTRIAL%20CIUDAD%20DEL%20AUTOMOVIL%2C%2028914%20LEGANES%2C%20ES,95 kW (129 CV),Prof.,SUV/4x4/Pickup,KM0,5,España,11220422,12 mes,8 km,03/2023,Manual,1.400 cm³,,"5,4 l/100 km (mixto)",Gris,Gris,,,,,,Gasolina,,,,,,,,,,,,,,,
870,870.0,870.0,870.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/volkswagen-sharan-2-0tdi-advance-110kw-diesel-blanco-504b79eb-d637-46e4-8cfa-aa760668811d,Volkswagen,Sharan,"€ 24.800,-1",https://maps.google.com/?q=Calle%20JON%20ARROSPIDE%20N%C2%BA11%203%C2%BAPLANTA%2C%2048014%20BILBAO%2C%20ES,110 kW (150 CV),Prof.,Monovolumen,Ocasión,5,España,10604160,12 mes,138.000 km,12/2017,Manual,1.968 cm³,,"5,2 l/100 km (mixto)
6,1 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Blanco,Blanco,Tracción delantera,7.0,6.0,4.0,1.835 kg,Diésel,,,,,,,,,,,,,,,
871,871.0,871.0,871.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/audi-a4-allroad-3-0tdi-s-tronic-diesel-azul-769b3af8-bf7d-48a2-99e4-5eb953117c44,Audi,A4 allroad,"€ 13.500,-",https://maps.google.com/?q=c%2FValent%C3%ADn%20Andr%C3%A9s%2C%2029%2C%2033820%20GRADO%2C%20ES,177 kW (241 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,9681005,12 mes,207.000 km,01/2010,Automático,2.967 cm³,,"7,1 l/100 km (mixto)
8,7 l/100 km (urbano)
6,1 l/100 km (extraurbano)",Azul,,Tracción a las cuatro ruedas,5.0,7.0,6.0,1.840 kg,Diésel,,Metalizado,,,,,,,,,,,,,
872,872.0,872.0,872.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/volkswagen-golf-1-6tdi-sport-dsg7-85kw-diesel-blanco-599c173f-93de-4cc7-b2f6-b16fe261be14,Volkswagen,Golf,"€ 18.900,-1",https://maps.google.com/?q=C%2F%20VERACRUZ%2C%2064%2C%2029006%20SAN%20LUIS%2C%20ES,85 kW (116 CV),Prof.,Coche pequeño,Ocasión,5,España,11135515,12 mes,12.100 km,07/2017,Automático,1.598 cm³,,"3,9 l/100 km (mixto)
4,2 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Blanco,,Tracción delantera,5.0,7.0,4.0,1.321 kg,Diésel,,,,,,,,,,,,,,,
873,873.0,873.0,873.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/bmw-x5-xdrive-30da-diesel-negro-286acedc-4965-42fc-b24f-adef35d7d210,BMW,X5,"€ 68.900,-",https://maps.google.com/?q=AVDA.%20JUAN%20CARLOS%20I%2C%2059%2C%2030100%20ESPINARDO%2C%20ES,210 kW (286 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10922548,12 mes,15.000 km,06/2022,Automático,2.993 cm³,,"5,7 l/100 km (mixto)
6,7 l/100 km (urbano)
5,1 l/100 km (extraurbano)",Negro,NEGRO,Tracción a las cuatro ruedas,5.0,8.0,6.0,2.190 kg,Diésel,,,,,,,,,,,,,,,
874,874.0,874.0,874.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/abarth-124-spider-1-4-scorpione-aut-gasolina-rojo-f6468577-0545-43c5-9741-5d6f0841b3d9,Abarth,124 Spider,"€ 26.900,-",https://maps.google.com/?q=C%2F%20LA%20BOHEME%2C%2015%2C%2029006%20MALAGA%2C%20ES,125 kW (170 CV),Prof.,Coupé,Ocasión,2,España,10821391,12 mes,39.200 km,01/2017,Automático,1.368 cm³,,"6,6 l/100 km (mixto)
9,1 l/100 km (urbano)
5,2 l/100 km (extraurbano)",Rojo,,Tracción trasera,2.0,6.0,4.0,1.155 kg,Gasolina,,,,,,,,,,,,,,,
875,875.0,875.0,875.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/volkswagen-scirocco-1-4-tsi-gasolina-1465a17d-1719-48c5-b81b-9057adb5e2e9,Volkswagen,Scirocco,"€ 11.900,-",https://maps.google.com/?q=CTRA%20DE%20MADRID%20KM%20315%2C7%2C%2050012%20ZARAGOZA%2C%20ES,90 kW (122 CV),Prof.,Coupé,Ocasión,3,España,10817548,12 mes,88.000 km,04/2011,Manual,1.390 cm³,,"6,4 l/100 km (mixto)
8,4 l/100 km (urbano)
5,3 l/100 km (extraurbano)",,BLANCO,Tracción delantera,4.0,6.0,4.0,1.319 kg,Gasolina,,,,,,,,,,,,,,,
876,876.0,876.0,876.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/jaguar-xf-2-0i4d-prestige-180-diesel-marron-4e3f61be-ed98-406f-862b-57463156fecb,Jaguar,XF,"€ 19.990,-",https://maps.google.com/?q=Pol%C3%ADgono%20Industrial%20de%20La%20Estrella%2C%20C%2F%20Segadores%2058%2C%2013170%20Miguelturra%2C%20ES,132 kW (179 CV),Prof.,Sedán,Ocasión,4,España,9037668,12 mes,90.000 km,08/2016,Manual,1.999 cm³,,"4,3 l/100 km (mixto)
5,1 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Marrón,,Tracción trasera,5.0,6.0,4.0,1.585 kg,Diésel,,,,,,,,,,,,,,,
877,877.0,877.0,877.0,0.0,,,,,,,,,2023-11-12,https://www.autoscout24.es/anuncios/mercedes-benz-gls-350-350d-4matic-aut-diesel-gris-64b48f19-85f2-42a1-b3aa-03f7a818d257,Mercedes-Benz,GLS 350,"€ 54.445,-",https://maps.google.com/?q=.%2C%2028649%20MADRID%2C%20ES,190 kW (258 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10224420,12 mes,106.470 km,01/2019,Automático,2.987 cm³,,"8 l/100 km (mixto)
9,1 l/100 km (urbano)
7,3 l/100 km (extraurbano)",Gris,Gris,Tracción a las cuatro ruedas,7.0,9.0,6.0,2.455 kg,Diésel,,,,,,,,,,,,,,,
